R0086	P	secondary	100096|Art of Love, The.2	Effects applied during the discard phase are applied before you return the ally. If you lose control of the ally before that, you do not return it. [ANK 20210313]
R0094	P	PRIMARY	100105|Ashes to Ashes.4	[for] If played by an ally, the ally is burned instead of going to torpor. [ANK 20170412] [RBK allies]
R0211	E	PRIMARY	100216|Blood Turnip.1	The transferred blood or life is converted to the fitting type (blood or life) depending on the opponent (vampire or ally). [LSJ 20080704]
R0343	E	PRIMARY	100334|Charming Lobby.12	If played by an ally "as a vampire", they can call a referendum listed on a political action card in hand. [RTR 20020501]
R0368	P	PRIMARY	100374|Codex of the Edenic Groundskeepers.1	Allies (including Imbued) cannot use the provided action as they have no blood to pay with. [PIB 20151101]
R0490	E	PRIMARY	100528|Descent into Darkness.3	If played by an ally, the ally can never come back. [LSJ 20060124]
R0659	E	PRIMARY	100709|FBI Special Affairs Division.1	Does not trigger if the ally is saved by {Left for Dead}. [PIB 20121028]
R0660	E	PRIMARY	100709|FBI Special Affairs Division.2	Does not trigger if the ally is considered the acting minion during the combat (eg. {Nar-Sheptha}). [ANK 20180913-2]
R0661	E	PRIMARY	100709|FBI Special Affairs Division.3	Does trigger if the ally burns by himself at the end of combat (eg. {Escaped Mental Patient}). [LSJ 20100527]
R0748	E	secondary	100808|Gargoyle Slave.1	Does not count as a "slave" nor as a "Gargoyle" for game purposes. He is just an ally. [LSJ 20011210-4]
R0762	E	PRIMARY	100820|Ghouled.1	The ally is recruited as a mortal and changed to a ghoul afterwards (eg. {Sunset Strip, Hollywood} can be used to reduce its cost). His "starting life" is still the base mortal amount. [LSJ 20030520-2]
R0786	E	PRIMARY	100849|Grandest Trick, The.1	The vampire as an ally has no "starting life" trait so {Vagabond Mystic} cannot give him life. [LSJ 20011214-1]
R0787	P	PRIMARY	100849|Grandest Trick, The.2	If the vampire has an ability to play Discipline-requiring cards "as if" he has that Discipline ({Ian Forestal}, for example), then the vampire may use that ability even while he is treated as an ally. In that case, he is treated just as an ally with that ability would be treated (spends life for blood costs, for example). Similarly for {Mata Hari}'s ability. [LSJ 20070301]
