R0014	E	PRIMARY	100010|Abomination.1	Can be played by burning a werewolf that has been recruited the same turn. [RTR 20180303]
R0247	E	PRIMARY	100254|Brigitte Gebauer.1	She can lock to use her ability the turn she is recruited. [ANK 20180517]
R0285	E	PRIMARY	100298|Carlton Van Wyk.1	He can use his ability to burn a vampire who has committed diablerie the turn she is recruited. [ANK 20180517]
R0405	P	secondary	100429|Corrupt Construction.1	If recruited in the normal fashion, the card will have been replaced by the time the ally enters play. In other cases however, it won't have been and the Methuselah will have to work with only the cards in hand (or ash heap) to add life to it before replacing. [LSJ 20070707]
R0535	E	PRIMARY	100579|Draeven Softfoot.1	He can lock to use his ability the turn he is recruited. [ANK 20180517]
R0566	E	PRIMARY	100607|Eccentric Billionaire.2	He can lock to use his ability the turn he is recruited. [ANK 20180517]
R0762	E	secondary	100820|Ghouled.1	The ally is recruited as a mortal and changed to a ghoul afterwards (eg. {Sunset Strip, Hollywood} can be used to reduce its cost). His "starting life" is still the base mortal amount. [LSJ 20030520-2]
R0766	E	PRIMARY	100823|Gianna di Canneto.3	She can lock to use her ability the turn she is recruited. [ANK 20180517]
R0773	E	PRIMARY	100832|Giulia Giovanni Abruzzina.2	She can lock to use her ability the turn she is recruited. [ANK 20180517]
R0928	P	PRIMARY	100981|Infernal Servitor.1	The "can act the turn it is recruited" text does not let him act during an opponent turn if it was recruited then (eg. using {Madness Network}). [ANK 20200813-3]
R0948	P	secondary	101016|Jack of Both Sides.1	Is an "equip action" when equipping an equipment, an "employ action" when employing an retainer. [TOM 19960130] [LSJ 20091110]
R0978	E	secondary	101046|Khazar's Diary (Endless Night).2	Wraiths minions can act the turn they are put into play. [LSJ 20080426]
R1044	E	secondary	101110|Line, The.3	Can reduce the cost of an action card even if it is not played as an action (ie. a retainer played with {Pack Alpha}). [RTR 20070707] [ANK 20230824]
R1206	P	secondary	101255|Muricia's Call.1	Requirements must be met to employ the retainer. [LSJ 20100303]
R1207	E	PRIMARY	101255|Muricia's Call.2	Does not prevent the acting vampire from playing the retainer directly this turn if he unlocks (not the same action). [ANK 20180817]
R1243	E	PRIMARY	101293|Nocturn.1	The "can act the turn it is recruited" text does not let him act during an opponent's turn if it was recruited then (eg. using {Madness Network}). [ANK 20200813-3] [ANK 20200930]
R1313	P	PRIMARY	101401|Piper.1	When used to recruit an ally, the ally cannot act this turn. [LSJ 20080630] [RTR 20180303]
R1314	P	PRIMARY	101401|Piper.2	This is not an action, so cost reductions refering to an action like {Charisma} or {Erichtho} do not apply. [LSJ 20090115-1] [ANK 20170309]
R1315	P	PRIMARY	101401|Piper.3	This does not count as performing the action to recruit this ally in respect to section 3 of the rules. The same vampire can recruit the same ally the normal way later this turn if he unlocks (and/or Piper it a second time). [LSJ 20080815]
R1316	E	PRIMARY	101401|Piper.4	When recruiting an ally or retainer whose effect depend on Discipline level, the chosen vampire decides in respect to his disciplines the normal way. [LSJ 20080803]
R1317	E	secondary	101401|Piper.5	The ally card is not "played" by the vampire (eg. {Louhi}'s ability cannot cancel it). [ANK 20201229]
R1501	P	PRIMARY	101650|Rom Gypsy.1	He can lock to use his ability the turn he is recruited. [ANK 20180517]
R1521	P	PRIMARY	101665|Saatet-ta.1	She can lock to use her ability the turn she is recruited. [ANK 20180517]
R1688	E	secondary	101833|Soul of the Earth.2	Reduction applies to allies or retainers recruited in a non-normal way (eg. {Piper}). [ANK 20210928]
R1761	P	secondary	101897|Summon History.1	Requirements do not apply. If the card is an ally, it can act this turn. [LSJ 20100204]
R1765	E	PRIMARY	101902|Summoning, The.1	[PRE] Does not prevent the acting vampire from playing the ally directly this turn if he unlocks (not the same action). [ANK 20180817] [PIB 20110915-2]
R1766	E	secondary	101902|Summoning, The.2	[PRE] The requirements and cost of the ally do not count as requirements nor cost for the action (eg. you cannot use {CrimethInc.} if the ally requires an Anarch). [ANK 20180817] [LSJ 20100303] [LSJ 20100725]
R1767	E	PRIMARY	101902|Summoning, The.3	[PRE] The ally cannot act this turn. [LSJ 20080630] [RTR 20180303]
R1777	E	PRIMARY	101910|Survivalist.1	He can lock to use his ability the turn he is recruited. [ANK 20180517]
R1778	E	PRIMARY	101914|Swarm.1	If grabbed by a "this vampire employs" effect (not the normal employ action), the vampire receiving the Swarm does not get to move the Swarm on to a new target. [LSJ 20051121]
R1779	E	secondary	101914|Swarm.2	If the action to employ the Swarm is blocked, the Swarm goes on the acting minion immediately, before combat, if any. [LSJ 20090601]
R1922	E	PRIMARY	102065|Underbridge Stray.1	He can burn 1 life to give a minion you control a press the turn he is recruited. [ANK 20180517]
R1944	E	PRIMARY	102087|Vagabond Mystic.1	He can lock to use his ability the turn he is recruited. [ANK 20180517]
R1998	E	secondary	102144|War Ghoul.1	If you have no other allies and no retainers in play when it is recruited, then you burn it. [RTR 19961113]
R2001	E	PRIMARY	102144|War Ghoul.4	Can use its ability to "lock and burn to burn a location" the turn it is recruited. [ANK 20180517]
R2127	E	PRIMARY	200094|Angelo.3	He cannot attempt an action to employ a retainer, nor strike to steal a retainer. [LSJ 20050315] [LSJ 20010210]
