R0140	E	secondary	100153|Bestial Vengeance.2	Bestial Vengeance's damage is inflicted whether or not the opposing minion's strike burns the retainer. [LSJ 20090616]
R0277	E	secondary	100286|Camarilla Vitae Slave.2	The vampire keeps his chosen Discipline at superior until his controller's next unlock phase even if the retainer is burned or stolen. [LSJ 19970224]
R0497	E	secondary	100532|Detect Authority.3	[ani] Not usable against actions targeting an equipment or retainer, they do not target the minion. [LSJ 20090324]
R0563	E	secondary	100604|Earthshock.1	Can be used at long range to target a retainer, even if their employer has flight [FLIGHT]. [LSJ 20060509]
R0759	P	PRIMARY	100819|Ghoul Retainer.2	The Ghoul is not the bearer of the weapon, the employer is (eg. using {Garrote} does not allow the bearer to burn the opponent, {Zip Gun}'s damage go to the employer). [TOM 19951114] [LSJ 20080210]
R0760	P	PRIMARY	100819|Ghoul Retainer.3	The Ghoul uses weapon as if making the strike, including all side-effects (eg. {Zip Gun}'s damage, {Weighted Walking Stick} tokens), and is not limited to damage dealing strikes (eg. {Rowan Ring} sends to torpor, {Flash Grenade} ends combat). It is not a strike and cannot provide a maneuver, press or additional strike to the employer (eg. {Meat Hook}). [LSJ 20080210]
R0761	P	PRIMARY	100819|Ghoul Retainer.4	The Ghoul cannot play ammo cards (not even with a {Magazine}), although it can benefit from ammo cards played by the employer in an earlier round (eg. {Scattershot}). [LSJ 20080210]
R0957	E	PRIMARY	101020|Jar of Skin Eaters.4	{Ghoul Retainer} is not the bearer so he can use the Jar even if it has no counter on it. [ANK 20171003]
R1617	E	PRIMARY	101746|Shadow Twin.1	[OBT] has no additional effect on a retainer. [LSJ 20010303]
R1712	E	PRIMARY	101853|Spiritual Protector.2	Does not restrict the ability of retainers to use equipment. [RTR 19960112]
R2127	E	secondary	200094|Angelo.3	He cannot attempt an action to employ a retainer, nor strike to steal a retainer. [LSJ 20050315] [LSJ 20010210]
R2551	P	PRIMARY	G00016|Retainer doing damage.1	The damage is environmental, the retainer is the damage source. Immunity to retainer or retainer type works against it. [ANK 20180612] [ANK 20211127]
R2564	P	PRIMARY	G00029|Retainer that strike.1	Does not gain additional strikes from its owner. [RTR 19941109]
