R0323	P	PRIMARY	100323|Change of Target.8	If the card prevents the acting minion from performing a mandatory action, he is stuck and cannot act. [LSJ 19980112]
R0424	P	PRIMARY	100475|Cry Wolf.2	If he unlocks after having performed his mandatory action, he's free to take any action. [LSJ 20090226]
R1065	P	PRIMARY	101132|Lunatic Eruption.1	The mandatory attack action must be taken before any non-mandatory actions. [LSJ 20001127]
R1067	E	PRIMARY	101132|Lunatic Eruption.3	If a minion has two of those, he is stuck and cannot act. [LSJ 20041103]
R1122	E	secondary	101179|Mask of a Thousand Faces.9	Can be used to take over a mandatory action that was not mandatory for the masker, but that he could perform (eg. a hunt). [LSJ 20001113]
R1703	P	PRIMARY	101848|Spirit Marionette.2	[OBE] The mandatory bleed action must be performed before any non-mandatory actions. [LSJ 20011216-2]
R1704	E	PRIMARY	101848|Spirit Marionette.3	[OBE] The mandatory bleed can be performed by playing a card (eg. {Computer Hacking}). [LSJ 20021121-2]
R1926	E	PRIMARY	102069|Undying Thirst.1	If the vampire is empty, he must either hunt or diablerize, this is a mandatory action. [LSJ 20081213-2]
R2524	P	PRIMARY	201585|Elen Kamjian.1	If she unlocks after having performed her mandatory bleed, she is free to take any action. [LSJ 20090226] [ANK 20211009-2]
R2525	P	PRIMARY	201585|Elen Kamjian.2	Another bleed action (eg. {Flurry of Action}) does not count as the bleed action her ability forces her to take. [ANK 20211009-2]
R2526	P	PRIMARY	201585|Elen Kamjian.3	If her ability makes a bleed mandatory but she has performed a bleed already this turn, she is stuck and cannot act. [ANK 20211009-2]
