R0068	P	PRIMARY	100078|Approximation of Loyalty.1	[pre] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R0069	P	secondary	100078|Approximation of Loyalty.2	[pre] Replace the action card (if any) before playing it. [ANK 20181208]
R0076	P	secondary	100085|Archon Investigation.2	Must be played before action resolution, before any modifier or reaction played "as the action would be successful" are played (eg. cannot be played after a {Spying Mission} on the vampire triggers). [LSJ 19980105]
R0136	P	PRIMARY	100146|Beast Meld.3	[ANI][PRO] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R0137	P	secondary	100146|Beast Meld.4	[ANI][PRO] Replace the action card (if any) before playing it. [ANK 20181208]
R0282	E	PRIMARY	100293|Car Bomb.1	Is to be used when the action is announced. [PIB 20150820]
R0388	E	PRIMARY	100394|Concoction of Vitality.1	Can be used after declaring an action using a discipline (eg. {Govern the Unaligned}). [LSJ 20100402]
R0702	P	PRIMARY	100758|Force of Personality.1	[PRE] [ACTION MODIFIER] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R0703	E	secondary	100758|Force of Personality.2	[PRE] [ACTION MODIFIER] Replace the action card (if any) before playing it. [ANK 20181208]
R0861	P	PRIMARY	100919|Hide.4	[ACTION MODIFIER] [1 CONVICTION] Effects that are used "as the action is announced" must be used before playing "regular" action modifier or reaction cards. [ANK 20190425]
R1072	E	secondary	101137|Machine Blitz.2	The "current damage" amount is set when Machine Blitz is announced. [LSJ 19970224]
R1352	P	PRIMARY	101479|Predator's Transformation.2	[abo] [ACTION MODIFIER] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R1460	P	PRIMARY	101606|Repulsion.2	[pre] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R1461	E	secondary	101606|Repulsion.3	[pre] Replace the action card (if any) before playing it. [ANK 20181208]
R1632	P	PRIMARY	101773|Shroud Mastery.1	[NEC] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R1633	P	secondary	101773|Shroud Mastery.2	[NEC] Replace the action card (if any) before playing it. [ANK 20181208]
R1649	P	PRIMARY	101794|Skin of the Chameleon.1	[tha] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R1650	P	secondary	101794|Skin of the Chameleon.2	[tha] Replace the action card (if any) before playing it. [ANK 20181208]
R1721	P	PRIMARY	101858|Squirrel Balance.1	[cel] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R1722	P	secondary	101858|Squirrel Balance.2	[cel] Replace the action card (if any) before playing it. [ANK 20181208]
R1823	P	PRIMARY	101949|Telepathic Misdirection.1	[AUS] Must be played before action resolution, ie. before any modifier or reaction played "as the action/bleed would be successful" are played. It cannot be played after a {Spying Mission} on the vampire triggers. [LSJ 19980105]
R1980	P	PRIMARY	102124|Virtuosa.1	[MEL] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R2020	P	PRIMARY	102168|Weigh the Heart.1	[AUS][SER] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R2031	P	PRIMARY	102183|Will-o'-the-Wisp.1	[CHI] Cards and effects that are played "as the action is announced" must be played before playing "regular" action modifier or reaction cards. [ANK 20190425]
R2032	E	PRIMARY	102183|Will-o'-the-Wisp.2	[CHI] Replace the action card (if any) before playing it. [ANK 20181208]
R2052	E	PRIMARY	102201|Yoruba Shrine.1	The acting player has the opportunity to play "as announced" effects first (eg. {Seduction}). [LSJ 20081105]
R2093	E	secondary	102263|Unleashing the Bestial Soul.1	An opponent can play a reaction to wake as the card is played, before its effects apply. [ANK 20231028]
R2121	E	PRIMARY	200086|Andrew Stuart.1	His ability needs to be applied before anyone has an opportunity to play another cancellation effect (eg. {Direct Intervention}). [LSJ 20100728] [LSJ 20090213]
R2587	P	PRIMARY	G00052|Modifier as announced.1	Must be played (as well as other "as the action is announced" action modifiers) before action modifiers that are not explicitly played "as the action is announced" (e.g., {Conditioning}). [ANK 20190425]
R2588	P	PRIMARY	G00052|Modifier as announced.2	Replace the action card (if any) before playing it. [ANK 20181208]
