R0375	E	PRIMARY	100381|Command of the Beast.1	[DOM] A limited bleed modifier can be played before or after. [LSJ 20100218] [RTR 20180511-2]
R0392	E	PRIMARY	100405|Confusion.1	[DEM] Can only be used during a bleed action. [ANK 20171023] [RTR 19941109]
R0470	P	PRIMARY	100518|Deflection.1	Cannot be used to direct a bleed to a Methuselah who would be an invalid target for a bleed. [RTR 19950622]
R0472	P	PRIMARY	100518|Deflection.3	Must be played before action resolution, ie. before any modifier or reaction played "as the action/bleed would be successful" are played. It cannot be played after a {Spying Mission} on the vampire triggers. [LSJ 19980105]
R0523	E	PRIMARY	100565|Divine Image.1	[SER] A limited bleed modifier can be played before or after. [LSJ 20100218] [RTR 20180511-2]
R0576	E	secondary	100618|Elder Intervention.1	Can be used during any bleed attempt made against you, not just ones declared against you. [RTR 19960530]
R0720	E	PRIMARY	100765|Foreshadowing Destruction.1	[DOM] Can be played against a target with 10 or more pool and does not count against the limit in this case: it will only have a lingering effect (+3 bleed if the target happens to have 9 or less). [PIB 20110817] [RTR 20191031]
R0721	E	PRIMARY	100765|Foreshadowing Destruction.2	[DOM] If the bleed bonus is lost during the action (eg. {Deflection} to another target), it does not count against the limit anymore and an additional bleed modifier can be used. [RTR 20191031] [ANK 20211019-2]
R0866	P	PRIMARY	100920|Hide the Heart.5	[VAL] To reduce a bleed against another Methuselah, you need to be unlocked. [RBK wording-templates] [ANK 20230817]
R0965	E	PRIMARY	101031|Justicar Retribution.1	Counts the bleed amount that each vampire would have when attempting to bleed his prey. [RTR 19980623]
R1035	E	PRIMARY	101098|Leverage.1	A limited bleed modifier can be played before or after. [LSJ 20100218] [RTR 20180511-2]
R1138	E	PRIMARY	101195|Melange.1	Once in play, must be burned when attempting a bleed, before its resolution (eg. {Archon Investigation} can be played afterwards). [ANK 20180531]
R1161	E	PRIMARY	101219|Minor Boon.1	A bleed from this vampire cannot be redirected to you either. [PIB 20130711]
R1301	P	secondary	101383|Pentex(TM) Loves You!.1	The ability to increase bleed is treated as an action modifier: it can be used at any time during the action. [LSJ 19970718]
R1304	E	PRIMARY	101386|Perfect Clarity.1	Does prevent bleed redirection (eg. {Deflection}). [LSJ 20010621] [LSJ 20010830]
R1336	E	PRIMARY	101429|Power of One.1	[pre] Can only be used during a bleed action. [ANK 20171023] [RTR 19941109]
R1337	P	PRIMARY	101429|Power of One.2	[pot] A limited bleed modifier can be played before or after. [LSJ 20100218] [RTR 20180511-2]
R1370	E	PRIMARY	101500|Protected Resources.1	All cards which modify the bleed amount are applied before Protected Resources's effect. [TOM 19960413]
R1371	P	PRIMARY	101500|Protected Resources.2	Does not alter the bleed amount: it merely limits the maximum amount of pool the target of the bleed burns for the successful bleed. [LSJ 20030211]
R1372	E	PRIMARY	101500|Protected Resources.3	If you perform a bleed action that resolves as a bleed for 0, you don't burn your Protected Resources. [LSJ 20030701-1]
R1404	P	PRIMARY	101533|Quicksilver Contemplation.2	[AUS][TEM] A limited bleed modifier can be played before or after. [LSJ 20100218] [RTR 20180511-2]
R1704	E	secondary	101848|Spirit Marionette.3	[OBE] The mandatory bleed can be performed by playing a card (eg. {Computer Hacking}). [LSJ 20021121-2]
R2065	E	PRIMARY	102226|Haqim's Law: Retribution.4	Can only be used by an acting bleeding minion. [ANK 20220502]
R2116	E	secondary	200080|Andre LeRoux.1	His ability can be used only once per successful bleed, but can be used multiple times on different bleeds during the same turn. [LSJ 20081123]
R2119	E	PRIMARY	200080|Andre LeRoux.4	He can use his ability on his own bleed to get (-1 +2) = +1 bleed. [LSJ 20081124-2]
R2120	E	secondary	200080|Andre LeRoux.5	His ability cannot be used after {Spying Mission}. If his ability reduces a bleed to zero, it is no longer successful and {Spying Mission} cannot be used afterwards. [PIB 20150612]
R2135	E	PRIMARY	200119|Anu Diptinatpa.2	Her ability can only be used on an acting bleeding minion. [ANK 20220502]
R2366	P	secondary	201048|Nergal.1	If he plays a action he can only pay for with his ability, he has to use his ability when the action resolves (even if a {Deflection} was played on a bleed). [LSJ 20091021-2]
R2398	E	PRIMARY	201132|Prejudice.2	He is the one to get the bleed bonus. [ANK 20180511-2]
R2524	P	secondary	201585|Elen Kamjian.1	If she unlocks after having performed her mandatory bleed, she is free to take any action. [LSJ 20090226] [ANK 20211009-2]
R2525	P	secondary	201585|Elen Kamjian.2	Another bleed action (eg. {Flurry of Action}) does not count as the bleed action her ability forces her to take. [ANK 20211009-2]
R2526	P	secondary	201585|Elen Kamjian.3	If her ability makes a bleed mandatory but she has performed a bleed already this turn, she is stuck and cannot act. [ANK 20211009-2]
