R0046	P	PRIMARY	100052|Anarch Free Press, The.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R0047	E	PRIMARY	100052|Anarch Free Press, The.2	Using it for the hunt bonus does not make the hunt an action "requiring an Anarch". [ANK 20220317]
R0666	P	PRIMARY	100723|Festivo dello Estinto.1	The hunt bonus applies to non-standard hunt actions, it comes from the blood bank not from the target of the hunt [RTR 20030519]
R0667	P	PRIMARY	100723|Festivo dello Estinto.2	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R0729	P	PRIMARY	100778|Foul Blood.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R0878	P	PRIMARY	100944|Hunger Moon.1	If the vampire gains no blood from their hunt, it's not successful, so Hunger Moon's effect does not apply. [LSJ 20050720-2]
R0898	P	PRIMARY	100957|Immaculate Vitae.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R0909	P	PRIMARY	100968|Inbase Discotek, Frankfurt.1	The hunt bonus applies to non-standard hunt actions, it comes from the blood bank not from the target of the hunt [RTR 20030519]
R0910	P	PRIMARY	100968|Inbase Discotek, Frankfurt.2	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R1024	E	PRIMARY	101086|Legacy of Caine.2	When hunting on a target that has no blood to steal, the hunt action will simply have no effect, stealing zero blood. [LSJ 19970224]
R1026	E	PRIMARY	101086|Legacy of Caine.4	If the vampire with the card "cannot gain blood", then the stolen blood is moved to the blood bank when he hunts. [LSJ 20010809-1]
R1027	E	PRIMARY	101086|Legacy of Caine.5	Cannot choose to target a vampire when using another non-standard hunt action (eg. {Abactor}). [LSJ 20090606] [ANK 20190707]
R1048	E	PRIMARY	101119|Loki's Gift.1	[PRO] The blood burned is not affected by effects modifying the hunt amount (eg. {Ariadne}). [ANK 20220809]
R1130	P	PRIMARY	101183|Masquerade Endangered.2	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R1468	P	PRIMARY	101614|Restricted Vitae.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R1675	P	PRIMARY	101828|Songs of the Distant Vitae.1	[QUI] A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R1741	E	PRIMARY	101879|Strained Vitae Supply.1	The effect only applies to the default hunt action provided by the rulebook. [PIB 20120204]
R1754	P	PRIMARY	101894|Succulent Vitae.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R1786	P	PRIMARY	101926|Tainted Vitae.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R1856	E	PRIMARY	101974|Thirst.1	The hunt needs to be successful for a vampire to avoid the effect. [LSJ 20050727]
R1894	E	PRIMARY	102025|Triole's Revenge.1	The Ventrue is burned only if the hunt isn't blocked, he still burns if the benefit of the hunt is reduced to zero. [TOM 19951212-3]
R1926	E	secondary	102069|Undying Thirst.1	If the vampire is empty, he must either hunt or diablerize, this is a mandatory action. [LSJ 20081213-2]
R1996	P	PRIMARY	102143|Wanderer's Counsel.1	[ACTION MODIFIER] A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R2018	E	PRIMARY	102166|Week of Nightmares.1	Ravnos can target a Ravnos with no blood with the +1 stealth hunt action. [RTR 20010711]
R2019	E	PRIMARY	102166|Week of Nightmares.2	Cannot choose to target a vampire when using another non-standard hunt action (eg. {Abactor}). [LSJ 20090606] [ANK 20190707]
R2044	P	PRIMARY	102198|XTC-Laced Blood.1	A hunt is not successful if no blood is gained, even if the hunt action is still successful. [LSJ 20050720-2]
R2245	E	PRIMARY	200625|Igo the Hungry.1	His ability only applies to the default rulebook hunt action (eg. he gets {Loki's Gift} +1 stealth). [PIB 20150820-2]
R2282	E	PRIMARY	200798|Kyoko Shinsegawa.1	The action provided by her ability is a hunt action and benefit from hunt bonuses. [LSJ 20030311] [LSJ 20090113-2]
R2283	E	secondary	200798|Kyoko Shinsegawa.2	She can only perform the action provided by her ability once per turn. [PIB 20121112]
R2284	E	PRIMARY	200798|Kyoko Shinsegawa.3	If other hunt actions are granted, she may choose from among those options. [LSJ 20060306]
R2285	P	PRIMARY	200798|Kyoko Shinsegawa.4	She cannot steal more blood than the target has when using a special hunt ability. [LSJ 20100915]
R2286	E	PRIMARY	200798|Kyoko Shinsegawa.5	Cannot choose to target a vampire when using another non-standard hunt action (eg. {Abactor}). [LSJ 20090606]
R2377	E	PRIMARY	201094|Pariah.1	Can use card-provided undirected hunt actions (eg. {Vulture's Buffet}). [ANK 20180202]
R2378	E	secondary	201094|Pariah.2	His ability still applies when in torpor. [LSJ 20011022] [LSJ 20100902-2]
R2402	E	PRIMARY	201147|Rabbat, The Sewer Goddess.1	Her hunt ability may be used even when she is at full capacity. One blood goes to your pool directly even if it would have exceeded her capacity. [LSJ 20050331]
R2539	P	PRIMARY	G00004|Hunt bonus.1	The hunt bonus applies to non-standard hunt actions, blood comes from the target of the hunt. [RTR 20030519] [RTR 20180511]
R2604	P	PRIMARY	G00064|Special Hunt Action.1	Is affected by increases to Hunt value. Blood comes from the target of the hunt. [RTR 20030519] [RTR 20180511]
