R0031	P	PRIMARY	100030|Ailing Spirit, The.1	[OBE] If one is ousted while having temporary control of a minion, the minion is removed from the game. [LSJ 20081105]
R0144	P	secondary	100156|Betrayer.4	If the vampire chosen for Betrayer is burned, so is Betrayer. If the vampire chosen for Betrayer becomes contested, Betrayer is nullified until the contest is resolved, at which time the Betrayer is reactivated. If a player takes control of the vampire that is the target of the betrayer, that player takes the pool loss. [RTR 19941109]
R0242	E	secondary	100245|Brainwash.1	Only transfers are forbidden, other movements are not affected (eg. {Govern the Unaligned} at superior [DOM]). The vampire can become controlled if it reaches capacity, Brainwash stays on it (if {Banishment} is used, the effect resumes). [LSJ 20010211]
R0299	E	PRIMARY	100316|Chain of Command.2	If a commanded vampire is burned (eg. {Daring the Dawn}), he is not brought back to the crypt. [LSJ 20040616]
R0488	P	PRIMARY	100528|Descent into Darkness.1	Breaks any temporary control effects, so the vampire is given, face down and out of play, to his current permanent controller, with the Descent into Darkness card which, as a minion card, is then controlled by that permanent controller. [LSJ 20040526]
R0503	E	secondary	100543|Diamond Thunderbolt, The.2	If used to cancel the change of control of a {Corruption} action, only the control change is prevented: the corruption counters are burned. [LSJ 20070222-2]
R0904	E	PRIMARY	100962|Imposing Phantasm.1	The opposing minion get their blood back even if they changed controller. [ANK 20220525]
R1011	P	PRIMARY	101075|Lay Low.4	"breaking any temporary control effects" means the anarch is placed in his last permanent controller's uncontrolled region. [RTR 20000501] [ANK 20210630]
R1012	P	secondary	101075|Lay Low.5	If the vampire is permanently controlled by a Methuselah other than his owner, it goes to that Methuselah uncontrolled region and is still controlled by him. It is removed from the game if that Methuselah is ousted and kept in game if his owner is ousted. [ANK 20200408-2] [ANK 20210630]
R1094	E	secondary	101150|Malkavian Dementia.2	The loss of control happens at the start of unlock phase, before unlocking. This cannot be ordered among other unlock effects, the Malkavian is not unlocked. [ANK 20200129] [LSJ 20091208] [RTR 19951017]
R1154	E	PRIMARY	101215|Mind Rape.2	[DOM] Can be burned to take control of the target at any point during the appropriate minion phase. It does not have to be done before non-mandatory actions. [LSJ 20001201]
R1156	E	PRIMARY	101215|Mind Rape.4	[DOM] The stolen minion is removed from the game when he should return to a Methuselah who has been ousted. [ANK 20181110]
R1157	E	PRIMARY	101215|Mind Rape.5	[DOM] The stolen minion returns to his previous controller even if he is in torpor (but stays in torpor). [LSJ 20010119]
R1409	E	PRIMARY	101536|Rack, The.5	If the target is stolen, the new controller chooses if the vampires gains blood during The Rack controllers unlock phase. [ANK 20200130-2]
R1472	E	PRIMARY	101623|Revelation of Despair.1	[SER] When the acting minion gets stolen, the block still happens and the blocking minion locks. [ANK 20220127]
R1520	E	PRIMARY	101664|Rutor's Hand.1	If the vampire is stolen before "your next turn", the Hand will not allow the vampire an extra unlock until a Methuselah begins a turn with the vampire with the Hand under her control. [LSJ 20031106]
R1705	E	PRIMARY	101848|Spirit Marionette.4	[OBE] If the bleed is canceled, the vampire still returns to its original controller. [RTR 20020501]
R1706	E	secondary	101848|Spirit Marionette.5	[OBE] "After resolution" effects are applied before the target vampire is returned to his or her previous controller. [LSJ 20030219]
R1708	P	PRIMARY	101848|Spirit Marionette.7	[OBE] The minion is removed from the game when he should return to a Methuselah who has been ousted. [ANK 20181110]
R1832	P	PRIMARY	101954|Temptation.1	If used to steal a vampire in combat, combat ends. Any damage yet to resolve still resolves before the change of control. [LSJ 20020618]
R1833	P	PRIMARY	101954|Temptation.2	The stolen minion is removed from the game when he should return to a Methuselah who has been ousted. [ANK 20181110]
R1834	P	PRIMARY	101954|Temptation.3	The stolen minion returns to his previous controller even if he is in torpor (but stays in torpor). [LSJ 20010119]
R1838	P	PRIMARY	101954|Temptation.7	If used to steal a minion attempting to block, the block attempt fails. [LSJ 20080326]
R1839	P	PRIMARY	101954|Temptation.8	If used to steal a minion targeted by an action, the action continues with the same target. Methuselahs who declined to block do not get another opportunity. If the target is not legal anymore (eg. [DOM] {Slaughtering the Herd}), the action ends with no effect. [LSJ 20020725]
R1840	P	PRIMARY	101954|Temptation.9	If used to steal a minion during an action, Methuselahs who declined to block are still declining to block. The new controller, if he is eligible and has not declined to block yet, can block with the stolen minion even if the previous controller has declined to block. [PIB 20150501]
R1966	E	PRIMARY	102100|Velvet Tongue.1	[ser] Putting a corruption counter on a minion does not give you an opportunity to steal it. [ANK 20200925] [ANK 20211105]
R2000	E	PRIMARY	102144|War Ghoul.3	Can use its ability to "lock and burn to burn a location" during an action that would steal it (eg. [PRE] {Entrancement}). The action will have no effect but is still successful if unblocked and must then be paid. [PIB 20121031]
R2375	P	secondary	201087|Owain Evans, The Wanderer.1	His ability can only be used once each unlock, even if control of Owain changes during that unlock phase. [LSJ 20040127]
R2381	P	PRIMARY	201095|Parmenides.3	If the owner is ousted before Parmenides comes back, the predator keeps control of him indefinitely. [LSJ 20021111]
R2419	P	PRIMARY	201243|Sarrasine.2	[MERGED] Putting a corruption counter on a minion does not give you an opportunity to steal it. [ANK 20200925] [ANK 20211105]
R2528	E	secondary	201613|Theo Bell.1	Can be merged with {Theo Bell (ADV)} if you get to control one (eg. {Graverobbing}). [ANK 20220805-2]
R2536	P	PRIMARY	G00001|Temporary control.1	If one is ousted while having temporary control of a minion, the minion is removed from the game. [LSJ 20081105]
