R0001	P	secondary	100001|.44 Magnum.1	Provides only only maneuver each combat, even if the bearer changes. [LSJ 19980302-2]
R0043	P	PRIMARY	100050|Anachronism.1	All weapons that provide ranged strikes are considered "ranged weapons" (eg. {Kerrie}). [LSJ 20060825]
R0120	E	PRIMARY	100133|Banshee Ironwail.1	Triggering the burn blood effect does not force the minion to strike with the weapon. [LSJ 19971215]
R0362	P	secondary	100358|Cleave.3	The weapon does not burn if it is temporarily out of play (eg. {Kerrie}, {Dagger}). The active Methuselah order the effects at the end of the action as they wish. [LSJ 20100211-2]
R0384	P	PRIMARY	100392|Concealed Weapon.2	A weapon's "current damage" is the amount of damage that it would inflict if used as a strike against a generic opponent. [RTR 19980623]
R0385	P	PRIMARY	100392|Concealed Weapon.3	Strength or other bonus from the minion or other cards in play are not counted for the damage limit. [LSJ 20020821] [LSJ 20020904]
R0515	E	secondary	100555|Disguised Weapon.2	If used to equip and contest a unique weapon already in play, neither weapon is available for use during the combat. If the opposing minion had already chosen that weapon as his strike, then the strike has no effect. [LSJ 19980319]
R0536	E	PRIMARY	100580|Dragon's Breath Rounds.1	Does not burn the gun if combat ends before the strike resolves (eg. {Rötschreck} or if the opponent uses a "strike: combat ends"). [LSJ 19981006] [LSJ 20001127-2]
R0547	E	PRIMARY	100591|Drum of Xipe Totec.1	The minion cannot use the discipline nor the maneuver provided if some effect prevents him to use the equipment (eg. {Drawing Out the Beast}). [RTR 20010710]
R0764	E	PRIMARY	100823|Gianna di Canneto.1	She can use her ability to burn an equipment an opponent has commited to use as a strike (eg. by using the maneuver of a {.44 Magnum}). In this case the opponent strike has no effect. [PIB 20141026]
R0775	P	PRIMARY	100836|Glaser Rounds.1	Must wait until the second time a given gun is used in a given combat to play it. [RTR 19941109]
R0798	E	secondary	100857|Grenade.2	Does not burn nor inflict damage if combat ends before it resolves. [LSJ 20001127-2] [LSJ 20010806-1] [LSJ 19981006]
R0822	P	secondary	100882|Hand of Conrad.1	The minion cannot use the discipline provided if some effect prevents him to use the equipment (eg. {Drawing Out the Beast}). [RTR 20010710]
R0883	P	PRIMARY	100951|Illegal Search and Seizure.1	A weapon's "current damage" is the amount of damage that it would inflict if used as a strike by the bearer against a generic opponent. [RTR 19980623]
R0958	E	secondary	101020|Jar of Skin Eaters.5	When used as a strike, it does not burn if combat ends before it resolves (eg. if the opponent uses a "strike: combat ends"). [LSJ 20001127-2] [LSJ 20010806-1] [LSJ 19981006]
R0970	P	PRIMARY	101039|Kerrie.1	The damage done from the ranged strike is damage from the weapon, so it can be modified by effects that modify melee weapon damage. [LSJ 20051220]
R1004	E	secondary	101072|Lapse.1	[TEM] The opponent cannot play or use the maneuver from a strike (eg. {.44 Magnum}, {Thrown Gate}), since they cannot strike. [LSJ 20001126]
R1071	P	PRIMARY	101137|Machine Blitz.1	A weapon's "current damage" is the amount of damage that it would inflict if used as a strike by the bearer against a generic opponent at the appropriate range. [RTR 19980623]
R1072	E	PRIMARY	101137|Machine Blitz.2	The "current damage" amount is set when Machine Blitz is announced. [LSJ 19970224]
R1073	E	PRIMARY	101137|Machine Blitz.3	Does not count as using the weapon: no restriction nor side-effect apply (eg. {Bomb} is not burned, {Sawed-Off Shotgun} can be used multiple times). [LSJ 20010806-1]
R1074	E	secondary	101137|Machine Blitz.4	Does not inflict aggravated damage if the target weapon does. [LSJ 20010806-1]
R1226	E	secondary	101272|Nephandus.6	Damage done by a weapon is reduced if it is wielded by the opposing minion. [LSJ 20091123-2]
R1366	E	secondary	101493|Projectile.1	A minion who maneuvers with a gun may still use Projectile to shoot with that gun as his initial strike that round. [LSJ 20050304]
R1367	E	secondary	101493|Projectile.2	Cannot be used to strike with a weapon whose strike isn't ranged. [LSJ 20050224-3]
R1665	E	secondary	101814|Smoke Grenade.2	Still burns if the combat continues or a new combat begins. [RTR 20020501] [LSJ 20040602]
R1670	E	secondary	101816|Sniper Rifle.5	The ability to set the range can only be used if the weapon was equipped when blocking (eg. not when using {Disguised Weapon} after the block). [LSJ 20021028]
R1683	E	secondary	101832|Soul Gem of Etrius.3	Functions even if the bearer (now burned) was prohibited from using equipments (eg. because of {Drawing Out the Beast}). [LSJ 20010729]
R1712	E	secondary	101853|Spiritual Protector.2	Does not restrict the ability of retainers to use equipment. [RTR 19960112]
R1725	E	secondary	101860|Starshell Grenade Launcher.1	Using the Launcher to reduce stealth does not force the minion to strike with it if he blocks. [LSJ 19971215]
R1780	E	PRIMARY	101919|Sword of Judgment.1	You get the additional strike even if you don't use the weapon's strike [LSJ 20030213-2]
R1792	E	PRIMARY	101931|Talbot's Chainsaw.2	Using the Chainsaw action to enter combat or preventing damage with it does not force the minion to strike with it. [LSJ 19971215]
R1793	P	secondary	101931|Talbot's Chainsaw.3	The damage inflicted during the unlock phase is weapon damage, it is neither inflicted by the wearer nor environmental. {Mictlantecuhtli} can be chosen and would take no damage. [LSJ 20090304-1] [LSJ 20100514]
R1861	E	secondary	101976|Thoughts Betrayed.3	[DOM] Cards that merely provide the ability to strike (eg. {.44 Magnum}), are allowed. [ANK 20210928-2]
R2023	E	secondary	102169|Weighted Walking Stick.1	If the damage is reduced (eg. {Nephandus}) or not inflicted (eg. {Blood Fury}), the corresponding token is not burned (contrary to prevented damage). [LSJ 20100519]
R2024	E	PRIMARY	102169|Weighted Walking Stick.2	Full damage is applied if there are any counter left, even just 1. [ANK 20201229-2]
R2066	E	secondary	102227|Hunger of Marduk.1	The provided strike can be chosen and used more than once during the round. [ANK 20220207]
R2559	P	secondary	G00024|Weapon with optional maneuver.1	The optional maneuver cannot be used if the strike cannot be used (eg. {Hidden Lurker}). [LSJ 20021028]
R2580	P	PRIMARY	G00045|Weapon once per combat.1	A second copy allows a second use in the same combat. [ANK 20230316]
R2581	P	PRIMARY	G00046|Weapon once per round.1	A second copy allows a second use in the same round. [ANK 20230316]
R2586	P	PRIMARY	G00050|Improve weapon before resolution.2	Cannot be played on an opponent's weapon. [LSJ 20020425]
