R0218	E	PRIMARY	100223|Bloodstone.1	It's still an equip action (eg. It can benefit from {The British Museum, London} or {Filchware's Pawn Shop}). [LSJ 20050313] [ANK 20230408]
R0318	P	secondary	100323|Change of Target.3	Actions without card (provided by the rulebook) can be repeated if they have different targets. Equipping from a minion targets the equipments: if one equipment is the same, the action is the same. [RTR 19950509] [LSJ 20080710] [ANK 20200502]
R0348	P	PRIMARY	100340|Children of Stone.1	This is an "equip action" [TOM 19960130]
R0422	P	secondary	100474|Crusader Sword, The.1	Can be equipped by a minion who cannot use it. [LSJ 20030607]
R0438	E	secondary	100487|Dagger.1	Still allows to fetch a second Dagger if equipped in a non-standard way (eg. {Gift of Bellona}). [LSJ 20100421]
R0662	E	PRIMARY	100710|Fear of Mekhet.1	Can be moved (not played) on a vampire in torpor. [ANK 20210109]
R0680	E	PRIMARY	100743|Flaming Candle.2	If it has been equipped or played already, an effect can still "put it into play" provided it is not an "equip" action (eg. {Kiss of Lachesis}, {Grasp the Ghostly}). [LSJ 20060209]
R0681	E	PRIMARY	100743|Flaming Candle.3	Once in play, it can be moved (eg. {Heidelberg Castle, Germany}), or equipped by another minion from the minion who has it. [ANK 20221103]
R0768	E	PRIMARY	100825|Gift of Bellona.1	[val] Can be used when fetching a weapon from another minion, even if other equipments are also retrieved. [ANK 20170326]
R0915	E	PRIMARY	100972|Incriminating Videotape.2	If it is not equipped but merely put into play (eg. {Alastor}), no minion is chosen. One is if it is equipped (eg. {Magic of the Smith}). [LSJ 20090506]
R0948	P	PRIMARY	101016|Jack of Both Sides.1	Is an "equip action" when equipping an equipment, an "employ action" when employing an retainer. [TOM 19960130] [LSJ 20091110]
R1081	P	PRIMARY	101143|Magic of the Smith.1	This is an equip action. [TOM 19960130]
R1176	E	PRIMARY	101232|Mokolé Blood.2	If it is not equipped but merely put into play (eg. {Alastor}), it does not get cards. It does is if it is equipped (eg. {Magic of the Smith}). [LSJ 20090506]
R1248	E	PRIMARY	101305|NRA PAC.1	Does not affect equip actions performed prior to its arrival in play. [LSJ 20061218]
R1249	E	secondary	101305|NRA PAC.2	The minions who performed an equip action when it was in play unlock at the end of turn regardless of whether NRA PAC is still in play or not. [LSJ 20080619]
R1253	P	secondary	101309|Obedience.3	Actions without card (provided by the rulebook) can be repeated if they have different targets. Equipping from a minion targets the equipments: if one equipment is the same, the action is the same. [RTR 19950509] [LSJ 20080710] [ANK 20200502]
R1434	P	secondary	101573|Red Herring.3	Actions without card (provided by the rulebook) can be repeated if they have different targets. Equipping from a minion targets the equipments: if one equipment is the same, the action is the same. [RTR 19950509] [LSJ 20080710] [ANK 20200502]
R1585	E	PRIMARY	101733|Shackles of Enkidu.2	"The shackled minion" refers to the minion the card is placed upon (not the Gangrel the card is put on with the equip action). [TOM 19951212-2]
R1629	E	secondary	101767|Shilmulo Tarot.3	If it is not equipped but merely put into play (eg. {Alastor}), it does not get 2 cards. It does is if it is equipped (eg. {Magic of the Smith}). [LSJ 20090506]
R1657	E	PRIMARY	101806|Sleight of Hand.1	This is an "equip action" [TOM 19960130]
R1940	E	PRIMARY	102078|Unlicensed Taxicab.1	Offers the additional stealth on actions to equip it from another friendly minion as well, even with other equipment in the same action. [LSJ 20060222]
R1954	E	secondary	102092|Vast Wealth.4	If the equipment cannot be legally placed on the vampire, it is burned without cost. [TOM 19950407]
R2155	E	PRIMARY	200179|Beast, The Leatherface of Detroit.1	He cannot attempt an action to equip or employ, nor strike to steal an equipment or retainer. [LSJ 20050315] [LSJ 20010210]
R2156	E	secondary	200179|Beast, The Leatherface of Detroit.2	He can equip with an equipment that is a location when in play, but not by playing the card normally as it is an action card. (eg. Using {Vast Wealth} would work). [LSJ 20050315] [LSJ 20050413-1] [LSJ 20050413-2]
R2200	E	PRIMARY	200424|Enkidu, The Noah.1	He cannot attempt an action to equip nor strike to steal an equipment. [LSJ 20050315] [LSJ 20010210]
R2201	E	PRIMARY	200424|Enkidu, The Noah.2	He can equip with an equipment that is a location when in play. [LSJ 20050315]
R2230	E	PRIMARY	200585|Helen Fairchild.1	She cannot attempt an action to equip nor strike to steal an equipment. [LSJ 20050315] [LSJ 20010210]
