R1306	2.3	E
R1307	3.4	E
R1308	4.6	E
R1309	-	C	Personal Scourge's own protection scope (excludes self-inflicted weapon damage); fails transfer — no recurring "self-inflicted damage" formula to generalize from; nearest 4.5, which owns prevention scope generally, not this card's specific exclusion
R1310	4.8	P
R1311	3.2,1.2	P
R1312	3.2	E
R1313	3.7.4	P
R1314	3.7.4,1.7	P
R1315	3.7.4,3.5	P
R1316	3.7.4	E
R1317	1.8,3.7.4	E
R1318	4.1,4.9	E
R1319	4.1,4.9	E
R1320	6.5	P
R1321	6.5,3.7.6	P
R1322	5.8,1.13	E
R1323	3.7.6,5.4	E
R1324	3.7.8,3.7.6	E
R1325	3.7.6	P
R1326	3.7.6	E
R1327	1.9,2.4	P
R1328	-	C	Portrait's own capacity-reveal/bled-this-turn condition fizzling the remainder of its effect; fails transfer — no recurring template for this effect chain; nearest 2.5, which does not cover conditional effect fizzling on this card
R1329	6.4,2.5	P
R1330	1.6	P
R1331	4.4,4.5	E
R1332	4.2	E
R1333	4.4	P
R1334	4.4	E
R1335	4.8	P
R1336	3.7.1	E
R1337	3.7.1,2.4	P
R1338	3.7.8,3.7.5	P
R1339	-	C	interaction specific to this named card pair ({Church of the Order of St. Blaise} + Powerbase: Barranquilla); fails transfer — no other pairing generalizes from it; nearest 1.12 (cards on cards / counters)
R1340	-	C	Powerbase: Berlin's own blood-source bookkeeping for its action; fails transfer — specific to this card's action; nearest 6.1, which does not own blood-source attribution
R1341	5.8	P
R1342	-	C	Powerbase: New York's own action-eligibility restriction (cannot steal from your own powerbase); fails transfer — specific to this card's special action; nearest 3.1
R1343	4.1	G	nothing owns effects that redefine "who counts as the acting vampire" in combat (eg. {Deep Song}); 4.1 (combat script) is nearest but does not claim actor-redefinition
R1344	1.7	P
R1345	1.7,2.1	P
R1346	1.7	E
R1347	1.7,3.8	P
R1348	4.5,3.3	E
R1349	4.5	P
R1350	3.6,4.5	P
R1351	3.1	E	!WORDING ruling text reads circular ("counts as a directed action burning an ally" restates itself); likely paraphrase artifact; labeled on the directed-action/ally-burn topic as written
R1352	2.2	P
R1353	1.9	P
R1354	3.1,1.11	E
R1355	1.6,1.7	P
R1356	5.7	E
R1357	1.4	E
R1358	1.7	E
R1359	1.7	P
R1360	1.8,4.3	P
R1361	-	C	Principia Discordia's own targeting clarification (zero-blood vampire remains a valid target); fails transfer — answers only whether this card can target such a vampire; nearest 3.1
R1362	-	C	same as .1, [ser] version of the same card's own targeting clarification; fails transfer; nearest 3.1
R1363	3.4	E
R1364	3.1	P
R1365	6.5,6.4	E
R1366	4.3,4.10	E
R1367	4.3,4.10	E
