R0581	3.3	E
R0582	3.3	E
R0583	4.9	P
R0584	-	C	card's own ability requires being in play/ready; obvious a burned/ash-heaped card can't act — fails non-obviousness. Nearest 1.5, adds nothing new.
R0585	1.6,1.7	E
R0586	5.3	E
R0587	2.1,6.1	E
R0588	1.1	P
R0589	3.5,1.7	E
R0590	-	C	'X or X antitribu' clan requirement; 'or' meaning either is plain-English obvious — fails non-obviousness. Nearest 1.6.
R0591	6.7	E
R0592	1.7	E
R0593	3.5,1.7	E
R0594	4.9,2.5	P
R0595	2.3	P
R0596	3.5	P
R0597	-	C	restates the card's own printed target (prey); no general targeting principle beyond this card's text — fails transfer. Nearest 3.1.
R0598	3.4,3.5,6.5	E
R0599	4.2	E
R0600	5.3	E
R0601	1.8	E
R0602	1.8,1.11	E
R0603	-	C	confirms the chosen card is visible to all; ash heaps are already fully public zones, so this is obvious — fails non-obviousness. Nearest 1.11.
R0604	1.14	E
R0605	4.4	P
R0606	4.3	E
R0607	1.2,4.3	E
R0608	4.7,4.3	E
R0609	5.4,4.3	E
R0610	-	C	cannot burn a vampire no longer in play; obvious you cannot affect what isn't there — fails non-obviousness. Nearest 1.10.
R0611	2.5,1.10	E
R0612	3.1	E
R0613	2.5,1.12	E
R0614	3.3	E
R0615	3.3	E
R0616	3.3,3.4	E
R0617	2.4,6.5	P
R0618	1.7,6.5	E
R0619	5.3	E
R0620	6.6,1.7	P
R0621	1.2	E
R0622	4.5,4.4	E
R0623	1.6,5.2	E
R0624	1.5	E
R0625	6.5	G	bidding/auction resolution: no section owns how pool moves between bid participants (winner pays, losers keep pool); nearest 6.5, which doesn't claim auction procedure.
R0626	6.5	G	bidding/auction validity: no section owns minimum-bid requirements for auction-type cards; nearest 6.5, which doesn't claim auction procedure.
R0627	3.3,1.1	P
R0628	2.3	P
R0629	1.2,2.5	E
R0630	3.6,1.2	E
R0631	3.3	E
R0632	3.3	E
R0633	3.3,5.2	E
R0634	2.3	P
R0635	3.5	P
R0636	1.7	P
R0637	3.3	E
R0638	3.6	E
R0639	5.8,5.7	G	sect-as-trait gap (watch list): nothing owns a temporary sect override's precedence over a sect-change card being played; nearest 5.8 (sect effects on titles) and 5.7 (sect-derived traits), neither claims the override mechanism itself.
R0640	5.8,5.7	G	sect-as-trait gap (watch list) — core override-precedence rule (cf. Galaric's Legacy.1): most recent override wins, forces Independent rather than the blocked sect, underlying sect returns when the override ends; nearest 5.8,5.7.
R0641	5.8	P
