R1741	3.7.2	E
R1742	-	C	shuffles its own crypt after this card's search effect; standard post-search shuffle convention, fails non-obviousness. Nearest 1.10 (burn/remove-from-game triggers), which doesn't own literal shuffle instructions
R1743	4.9,4.8	E
R1744	4.9,2.4	E
R1745	4.4	E
R1746	-	C	this card's own burn condition tied to the bled action's outcome; fails transfer, no evidence of a recurring formula. Nearest 3.5 (action cancellation consequences), which owns cancellation generally, not this bespoke burn trigger
R1747	2.3,3.4	P	action resolves before combat; "after resolution" effects are deferred until after combat, cf. Heidelberg Castle.3 pattern
R1748	-	C	restates the printed burn-option condition (all [str] vampires in torpor); fails non-obviousness, paraphrases card text only
R1749	4.5	E
R1750	4.3,4.6	E
R1751	4.6,4.3	E
R1752	-	G	steal-type actions/cards can target a minion holding less than the stated amount, taking only what's available; recurs verbatim on Theft of Vitae.1 and Tongue of the Serpent.1 so it clearly transfers and isn't obvious, but no section owns resource-theft-amount mechanics (nearest misses: 3.1 targeting, 6.5 pool distinctions, neither claims this)
R1753	3.7.8,5.4	E
R1754	3.7.2,3.4	P
R1755	3.1,1.14	E	announcement template; cf. Pandora's Whisper.1
R1756	-	C	any copy of a named card satisfies the search reference except the acting copy itself; fails non-obviousness, card-name identity ordinarily covers any copy. Nearest 1.14 (announced cards), which owns the announcement step, not copy identity
R1757	3.4	E
R1758	6.9	E
R1759	1.8,3.5	E	master-card analogue of the "cancel an action" template (cf. G00061)
R1760	1.8,6.6	E
R1761	1.6,5.5,3.7.4	P
R1762	-	C	restates the rulebook default that an X cost's value is declared when the card is played; fails non-obviousness. Nearest 1.7 (X costs), which is the baseline rule already known
R1763	1.6,1.7	E
R1764	1.10,2.3	E	removed-during-resolution vs. later retrieval-effect timing
R1765	3.7.4,5.5	E
R1766	1.6,3.7.4	E
R1767	3.7.4	E
R1768	1.8,3.5	E
R1769	-	C	states this card's own action-type classification (recruit action); fails transfer and non-obviousness. Nearest 3.7.4
R1770	1.7,5.2	P
R1771	1.7,5.2	E
R1772	1.7,1.3	E
R1773	3.5,4.3	E	cf. Enkil Cog pattern: canceled choice can be remade identically
R1774	-	C	restricts play to the acting minion's own controller; card-specific combat-card restriction, fails transfer absent a recurring formula. Nearest 6.1 (controller definitions)
R1775	1.2	G	multiple copies of the same non-action combat/modifier card played by different minions in one action; nothing owns whether multiple instances of an effect stack. 1.2 nearest (periodicity templates) per established convention, does not itself claim stacking
R1776	1.5,2.1	P	using this as a reflex/reaction does not count as playing a reaction card
R1777	3.7.4,5.2	E
R1778	3.7.4	E
R1779	3.4,3.7.4	E
R1780	4.10,4.3	E
R1781	1.7,5.3	E	partial payment when a cost can't be fully afforded
R1782	4.4,1.7	P
R1783	-	C	specific interaction between this card and Taste of Vitae's own blood-loss/gain wording; fails transfer beyond this pairing
R1784	4.4	E
R1785	4.4	E
R1786	3.7.2,3.4	P	identical wording to Succulent Vitae.1, labeled the same
R1787	5.4	P
R1788	5.4,3.7.5	P
R1789	3.7.8	E
R1790	1.6	P	meeting a discipline requirement to play a card is distinct from possessing that discipline
R1791	1.1,4.8	P
R1792	4.10,4.3	E
R1793	4.4,4.10	P	unlock-phase trap damage is weapon damage, not wearer-inflicted or environmental
R1794	4.3	E	settles the "strike: destroy weapon" formula when its object doesn't exist, cf. Bundi.4 pattern
R1795	4.4	E
R1796	3.5	P
R1797	3.5	P
R1798	3.5	P
R1799	4.3,4.2	E
R1800	1.8,1.7	E
R1801	4.3,4.2	E
R1802	4.2	P
R1803	4.4	E
R1804	1.8,1.7	E
