R0291	4.3,4.4	E
R0292	4.9,2.3	E
R0293	5.3,4.9	E
R0294	4.4	P
R0295	2.3,5.2	E
R0296	1.7	E
R0297	1.7,3.7.7	E
R0298	1.13	E
R0299	6.2,5.4	E
R0300	6.2	C	Chain of Command's own crypt-return condition when its temporary vampires can't bleed; fails transfer — no other card shares this specific requirement-then-return mechanic. Nearest 6.2 (temporary control) but that section doesn't own this return condition.
R0301	3.4	P
R0302	5.1,6.4	P
R0303	5.1	C	Card-specific clarification of what Chameleon may target (own vampires, to grant Anarch sect); fails transfer — answers only this card's own targeting legality. Nearest 5.1 (vampire trait changes), which doesn't own targeting scope.
R0304	4.8	P
R0305	3.6	P
R0306	3.6	P
R0307	3.6	P
R0308	3.6,1.11	P
R0309	3.6,4.9	P
R0310	1.5,5.2	P
R0311	4.1,2.5	E
R0312	3.5	E
R0313	3.5	E
R0314	2.3,3.5	E
R0315	3.5	P
R0316	3.5	P
R0317	3.5	P
R0318	3.5,3.7.3	P
R0319	3.5	P
R0320	3.3	E
R0321	3.3	E
R0322	3.5,2.3	P
R0323	5.7	G	mandatory actions: a minion whose mandatory action is prevented is stuck and cannot act instead. No section owns "mandatory action" as a concept; nearest 5.7 (special minion traits, since mandatory actions are usually trait-driven, e.g. werewolves).
R0324	3.7.7,3.7.8	E
R0325	1.1	P
R0326	3.1	E
R0327	4.4	P
R0328	3.4	P
R0329	4.2	P
R0330	4.4	P
R0331	1.9,2.4,5.4	P
R0332	3.1,1.14,1.9	E
R0333	3.7.5	P
R0334	3.7.5	E
R0335	1.14	E
R0336	1.14,3.1,3.5	E	!DROPPED:1.8 the "stays in hand if canceled/failed" clause also touches 1.8's cancellation scope.
R0337	1.8,3.4,3.7.6	P
R0338	1.8	E
R0339	3.5	C	Charming Lobby's own consequence of {Delaying Tactics} (card returns to hand, others barred from the action); fails transfer — the "others forbidden" clause is this card's printed text, not a general rule. Nearest 3.5 (canceled/failed action consequences).
R0340	1.6,1.7	P
R0341	1.7	P
R0342	3.7.8,3.7.5	P
R0343	5.5,3.7.5	E
R0344	1.3,3.8	E
R0345	5.3	C	Charnas' own trigger condition (does nothing to an empty vampire that unlocks-in-torpor); fails transfer — specific to Charnas' blood-emptiness check. Nearest 5.3 (torpor state).
R0346	4.5,1.1	P
R0347	1.10,6.5	P
R0348	3.7.3	P
R0349	4.3,4.5	P
R0350	1.12	C	Card-specific note on which counter types Church of the Order of St. Blaise may place on locations; fails transfer — no general principle about counters, just this card's compatibility. Nearest 1.12 (cards on cards / counters on hosts).
R0351	3.5,2.3	P
R0352	5.7	E
R0353	5.1	G	sect as a trait: clan-change effects do not change sect. Confirms watch-list gap (nothing owns sect itself, only sect change via titles/traits). Nearest 5.1 (vampire trait changes).
R0354	5.1	P
R0355	5.8,5.1	P
R0356	5.1,2.4	G	competing continuous modifications of the same trait (clan): most recent effect takes precedence. No section owns general effect-precedence/layering rules for stacked continuous modifications. Nearest 5.1 (clan changes) and 2.4 (ordering).
R0357	3.3	E
R0358	3.5,3.8	P
R0359	4.3,4.5	P
R0360	4.4	P
R0361	2.5	P
R0362	1.14,2.4,4.10	P	!DROPPED:5.4 "does not burn if temporarily out of play" also touches 5.4 (burning minions).
R0363	3.1,1.14	E
R0364	3.2	E
R0365	5.2	E
R0366	3.2,1.2	E
R0367	5.8	G	actions "requiring an Anarch"/"requiring a Baron" are sect/title-linked action-requirement categories; nothing owns them (relates to watch-list "sect as a trait"). Nearest 5.8 (titles).
R0368	5.5,1.7	P
R0369	4.2	P
R0370	4.8	P
R0371	4.8	P
R0372	4.6	P
R0373	4.2	C	Restates that this strike-type effect only functions at close range, per the cited rulebook resolve-strike rule; fails non-obviousness — a judge fluent in the rulebook already knows this. Nearest 4.2 (range).
R0374	5.3,4.5	E
R0375	3.7.1	E
R0376	1.11	P
R0377	6.4,3.5	P
R0378	1.6,1.7	P
R0379	1.4,1.11	E
R0380	4.4	P
R0381	4.3	E
R0382	3.1	P
R0383	1.14,3.1	E
R0384	4.10	P
R0385	4.10,4.4	P
R0386	1.7	P
R0387	1.7	P
R0388	2.2	E
R0389	2.5,5.7	P
R0390	3.1	E
R0391	3.7.6	P
R0392	3.7.1	E
R0393	4.4	P
R0394	4.6,4.7,4.4	P
R0395	5.4	P
R0396	3.7.5	C	Card-specific numeric-allocation constraint of Conservative Agitation's point distribution; fails transfer — no other card shares this exact allocation clause. Nearest 3.7.5 (referendum procedure).
R0397	6.5	C	Restates that you may allocate more points than a target has pool, mirroring the well-known bleed-for-more-than-pool rule; fails non-obviousness. Nearest 6.5 (pool).
R0398	1.6	C	Confirms Consignment to Duat may target a vampire with no blood; fails non-obviousness — targeting "a vampire" never implicitly requires blood > 0 absent card text saying so. Nearest 1.6 (requirements).
R0399	3.7.8,5.4	P
R0400	6.9,1.9	P
R0401	1.6	C	Card-specific clan requirement (must not control a ready Nagaraja) gating Consume the Dead's burn option; fails transfer — specific to this card's own printed condition. Nearest 1.6 (requirements).
R0402	4.3,4.6	P
R0403	4.8,4.1	E
R0404	1.5	P
R0405	1.9,3.7.4	P
R0406	3.3	E
R0407	3.1	C	Reminder that Coterie Tactics does not override the normal prey/predator/target restrictions; fails non-obviousness — restrictions apply by default absent an overriding card text. Nearest 3.1 (targets).
R0408	3.3,3.4	P
R0409	5.3	C	Card-specific requirement gating Council of Seraphim's burn option (all Seraph in torpor); fails transfer — specific to this card's own group of vampires. Nearest 5.3 (torpor state).
R0410	5.2,1.5	E
R0411	1.2	G	cumulative/stacking effects: multiple copies of the same named ability (Courier) can each act in succession since the "top" card changes between resolutions. Confirms watch-list gap (nothing owns stacking of identical instances). Nearest 1.2 (periodicity).
R0412	1.2	P
R0413	5.2,4.5	P
R0414	6.3,1.1	P
R0415	4.4	P
R0416	1.6	C	Restates that an "or" clan requirement (Tremere or Tremere antitribu) is satisfied by either; fails non-obviousness — reading "or" in a requirement clause is the ordinary meaning. Nearest 1.6 (requirements).
R0417	6.7	P
R0418	3.4	P
R0419	5.8	G	same gap as Club Illusion.1 (R0367): action "requiring a Baron" implies "requiring an Anarch" — a title-to-sect requirement link nothing owns. Nearest 5.8 (titles).
