R0436	1.8	E
R0437	3.1	E
R0438	1.6,3.7.3	E
R0439	4.4	E
R0440	4.4	E
R0441	4.4	E
R0442	4.4	P
R0443	4.4	E
R0444	4.4	E
R0445	4.4,4.9	E
R0446	-	C	mechanics of Dam the Heart's River's own cost trigger (blood payment for a maneuver-strike chosen when range is set); fails transfer — no other card conditions a cost this way. Nearest 1.7, which owns cost timing generally but not this card's own trigger.
R0447	2.3,2.4	P
R0448	3.5,4.4	E
R0449	3.5,3.4	P
R0450	3.5	E
R0451	4.6,4.7	P
R0452	4.3,4.7	E
R0453	2.4	E
R0454	2.5,1.11	E
R0455	4.4	E
R0456	4.4	E
R0457	4.4	E
R0458	1.1	E	!TENSION:no-effect-plays a prohibition bars playing prevention cards even for zero net effect (cycling) — same slug as Blood Fury.6/Draba.3 in calibration.md.
R0459	1.8,4.3	E
R0460	1.8,4.9	E
R0461	4.4	E
R0462	5.3,2.4	P
R0463	1.8,5.2	E
R0464	-	C	restates Deep Cover Agent's own burn-option condition ("all your Seraphs in torpor" = "no ready Seraph"); fails transfer — no other card in this corpus shares this exact condition. Nearest 5.7 (Seraph as special class), which doesn't own ability-activation conditions.
R0465	1.1	E	!TENSION:no-effect-plays clarifies the burn-option condition is exactly as printed (no ready Seraph), independent of whether a valid target exists — an ability-activation instance of the no-effect-plays question, same polarity as Draba.3 (permitted despite no effect).
R0466	2.4,3.5	P
R0467	2.4	G	layered/overriding effects: when a later effect changes the acting minion in combat, the most recent one governs. No section owns this precedence rule — 2.4 owns ordering of simultaneous effects, not which of two non-simultaneous conflicting effects on the same trait takes precedence. Nearest 2.4. (Same gap recurs at Derange.7, this chunk.)
R0468	1.2,4.3	E
R0469	1.6	E
R0470	3.7.1	P
R0471	3.3	E
R0472	3.7.1,2.1	P
R0473	3.3,3.2	E
R0474	3.7.5,3.7.6	P
R0475	3.8	E
R0476	3.7.5	E
R0477	1.14,3.7.5	E
R0478	1.11,3.7.5	E
R0479	3.7.5	E
R0480	3.7.5,3.8	E
R0481	-	C	restates Derange's own targeting restriction (cannot move it to a vampire already of the target clan); fails non-obviousness — follows directly from the card's printed clan-change effect. No section owns single-card targeting restrictions like this; nearest 1.6.
R0482	2.5	P
R0483	5.8,5.7	G	sect as a trait: Derange changes clan but explicitly not sect, but nothing in the taxonomy owns sect as a standalone trait (5.8 owns sect change via titles, 5.7 owns sect-derived traits like Black Hand). Already on the watch list (Galaric's Legacy.1); this is a second instance. Nearest 5.8,5.7.
R0484	5.8	P
R0485	2.5	P
R0486	1.6	E
R0487	2.4	G	same precedence gap as Deep Song.2 (this chunk): when a later effect also changes clan (or another trait), the most recent takes precedence. No section owns general effect-precedence/override; 2.4 covers ordering of simultaneous effects only. Nearest 2.4.
R0488	6.2,6.4	P
R0489	4.4,6.4	E
R0490	5.5,6.4	E
R0491	6.4,5.2	E
