R2176	1.3	P
R2177	1.5	E
R2178	5.1	E
R2179	5.8	P
R2180	1.3	E
R2181	3.7.6	E
R2182	2.5,5.5	E
R2183	5.8,1.7	E
R2184	1.10,1.7	G	vandal-counter burn threshold for locations equals their blood cost; no section owns burn-threshold formulas for equipment/locations consumed by counters. Nearest 1.10 (burn mechanics) and 1.7 (the cost value being referenced), neither claims it.
R2185	4.8	E
R2186	5.8	P
R2187	3.3,1.7	E
R2188	1.7,3.3	E
R2189	3.7.5,6.5	E
R2190	3.7.5,6.5	E
R2191	1.2	G	cumulative/stacking effects: multiple graft counters give no additional effect (-1 stealth flat, not -X per counter). Nothing owns "stacking"; 1.2 nearest (periodicity/wording templates) but does not claim it. Watch-list gap, cf. Betrayer.3.
R2192	1.13	E
R2193	1.7	C	specific interaction between Dragos's own burn-cost ability and superior {Terror Frenzy}'s combat-card protection; fails transfer — only concerns this card pairing (and is explicitly a reversal of prior rulings, i.e. card-specific history, not a stable principle). Nearest 1.7, which doesn't own this pairing.
R2194	1.7	P
R2195	3.1,1.14	E
R2196	1.5,1.2	E
R2197	6.9	P
R2198	3.4,3.3	E
R2199	1.2,3.7.5	P
R2200	3.7.3	E
R2201	3.7.3,1.3	E
R2202	1.11,3.1	E
R2203	1.11	P
R2204	1.13	E
R2205	3.1	P
R2206	6.3	E
R2207	5.5	P
R2208	3.1	E
R2209	5.2,1.1	P
R2210	5.8	P
R2211	3.7.6	C	her own conditional vote-granting requirement (prey controls a ready Camarilla vampire); pure card-specific condition, no general principle about votes — fails transfer, any card can carry an arbitrary condition. Nearest 3.7.6.
R2212	1.5	C	her own condition restricting ability use to when she's in combat; card-specific, fails both tests — obviously any ability can be conditioned this way. Nearest 1.5 (ability conditions).
R2213	3.7.7,1.1	P
R2214	1.6	P
R2215	1.6	E
R2216	1.5	E
R2217	3.7.6	P
R2218	5.1	E
R2219	-	C	prohibits herself from playing one specific named other card ({Lay Low}); pure card-specific text, no transfer beyond this one pairing, and nothing general to state.
R2220	5.8	E
R2221	-	C	restates her own printed ability text (steal 2 blood or life); no interpretive content, purely descriptive of the card.
R2222	5.1	E
R2223	5.8,3.7.6	E
R2224	3.7.6	P
R2225	1.13	E
R2226	1.9	P
R2227	6.9,1.9	P
R2228	5.8	P
R2229	3.7.8,6.5	E
R2230	3.7.3	E
R2231	3.7.3,1.3	E
R2232	5.1	E
R2233	4.5	P
R2234	1.3	E
R2235	5.1,2.1	E
R2236	1.13	E
R2237	5.1,2.1	E
R2238	1.13	E
R2239	5.8	E
R2240	1.3	P
R2241	3.7.3	E
R2242	6.5,3.4	E
R2243	1.5,1.2	E
R2244	1.6	E
R2245	3.7.2	E
R2246	5.8	P
R2247	1.13	E
R2248	6.7	E
R2249	1.7	P
R2250	1.7,6.9	E
R2251	4.9,3.6	P
R2252	4.9	E
R2253	5.8	P
R2254	5.1	E
R2255	1.3	P
R2256	3.4,3.1	P
R2257	1.7,2.4	E
R2258	-	C	restates her own numeric stealth bonus condition (superior [PRE] used with {The Summoning}); card-specific, no general principle.
R2259	1.13,6.7	E
R2260	1.13	C	extremely specific three-card combo chain (second Jimmy Dunn + Vicissitude's {Reform Body} + unavoidable contest-burn); fails transfer — describes one scenario, not a restatable rule. Nearest 1.13.
R2261	1.13	P
R2262	1.13	E
R2263	1.5,6.9	E
R2264	1.2	G	same stacking gap as R2191: corruption counters don't multiply the damage (flat 1 regardless of count). Nothing owns cumulative/stacking; 1.2 nearest, doesn't claim it.
R2265	5.8	P
R2266	5.8	E
R2267	5.3	P
R2268	5.8	E
R2269	5.8	P
R2270	3.7.6	E
R2271	3.7.6	P
R2272	5.8	P
R2273	1.6	P
R2274	1.6,5.8	E
R2275	1.6,3.7.5	E
R2276	1.6	E
R2277	1.6,5.8	E
R2278	5.8	P
R2279	-	C	her own conditional stealth bonus (multi-target action, one or more targets lack a ready Sabbat vampire); card-specific text, no general principle.
R2280	3.7.6	E
R2281	3.5	P
R2282	3.7.2	E
R2283	1.2,3.7.2	E
R2284	3.7.2	E
R2285	3.7.2	P
R2286	3.7.2	E
R2287	5.8	P
R2288	3.7.3	P
R2289	5.8	P
R2290	5.1	E
R2291	6.7	E
R2292	4.8	E
R2293	1.9	C	his ability's own secrecy clause (replacement card not seen by opponent); card-specific, no general rule about replacement visibility transfers elsewhere. Nearest 1.9.
R2294	1.1	P
R2295	6.7	E
R2296	1.6	P
R2297	1.6	E
R2298	1.6	E
R2299	1.6	E
R2300	3.7.4,1.6	E
R2301	1.7	P
R2302	5.3	P
R2303	3.7.8	C	timing restriction relative to one specific other card ({Amaranth}); reads as a consequence of Amaranth's own diablerie/torpor effect removing him from play rather than a general rule. Nearest 3.7.8.
R2304	1.1,4.8,4.3	P
R2305	3.7.3,3.7.4	E
R2306	3.7.3,1.3	E
R2307	5.1	E
R2308	5.2	E
R2309	3.7.3,1.6	P
R2310	3.7.3	P
R2311	4.3,1.7	E
R2312	4.3,4.2	E
R2313	5.8	P
R2314	1.8,3.7.5	E
R2315	3.7.5,6.5	E
R2316	3.7.5,6.5	E
R2317	5.8	P
R2318	5.8	P
R2319	5.2,3.2	E
R2320	3.2,2.5	E
