R0726	3.6	P
R0727	3.6	P
R0728	4.9,3.6	P
R0729	3.7.2,3.4	P
R0730	1.1	E	!TENSION:no-effect-plays a card requiring an object for its effect is flatly unplayable without one; pulls against cases elsewhere where a card may be played knowing it will have no effect
R0731	4.3	C	classifies Fractured Armament's own basic-mode ability as not a damaging strike; fails transfer — only concerns this card's own two modes; nearest 4.3 doesn't own per-card strike-type determinations
R0732	4.3	C	mirror of .2 for the superior mode; same reasoning, card-specific strike classification, no transfer beyond this card
R0733	1.8	E
R0734	2.3,5.3	P
R0735	3.4	E	!TENSION:no-effect-plays permissive side: playable even knowing it will have no effect for lack of a target
R0736	2.3	E
R0737	1.1	E	!TENSION:no-effect-plays prohibition side: card cannot be played if targets are insufficient to allocate all its points
R0738	2.5	E
R0739	6.3	P
R0740	1.2	G	cumulative/stacking effects — nothing owns "multiple instances of an effect stack" (watch-list gap); 1.2 nearest (periodicity) but doesn't claim stacking
R0741	5.8,5.7	G	sect-as-trait gap (taxonomy watch list cites this exact ruling): nothing owns sect itself or the precedence of a temporary sect override over a permanent one; 5.8/5.7 nearest but don't claim it
R0742	5.8	P
R0743	-	C	Gambit's own VP-transfer-on-withdrawal mechanic; fails transfer — no other card shares this reward structure; nearest 6.5 (pool/VP) doesn't own bespoke card VP effects
R0744	2.3,2.4	P
R0745	4.2	P
R0746	4.2	P
R0747	3.7.5,3.7.8	E
R0748	5.7,5.5	E
R0749	4.9	P
R0750	5.8,1.6	P
R0751	4.6,5.3	E
R0752	6.7	C	confirms Gather only moves a vampire from the uncontrolled to the ready region and cannot rescue from torpor; restates its own printed scope, no transfer to other cards' region-movement rules; nearest 6.7
R0753	6.7	P
R0754	3.1,1.14	E
R0755	-	C	clarifies Gemini's Mirror's own protection covers only the vampire and his blood, not other cards on him; card-specific scope of "protect"; nearest 1.12 doesn't own protection-scope wording
R0756	3.1	P
R0757	3.7.7,3.3	E
R0758	-	C	applies Ghoul Retainer's own printed range restriction to its 1 damage; restates the card's text, no general principle beyond this card
R0759	5.6	P
R0760	5.6,4.3	P
R0761	5.6	P
R0762	5.5,3.7.4	E
R0763	3.4,1.11	E
R0764	4.10,4.3	E
R0765	4.7,4.3	E
R0766	3.7.4,5.2	E
R0767	-	C	card-specific targeting restriction (excludes uncontrolled-region vampires); other cards interact with that zone differently (eg {Gather}), so no consistent general rule to extract; nearest 6.7
R0768	3.7.3	E
R0769	3.1,1.9,1.14	E
R0770	3.4,3.6	E
R0771	3.5	E
R0772	4.2	P
R0773	3.7.4,5.2	E
R0774	4.5,1.1	E	!TENSION:no-effect-plays prohibition side, prevention-card flavor: cannot be used if there is no damage to prevent
R0775	4.10,1.2	P
R0776	4.4	P
R0777	5.2	E
R0778	1.7,3.8	P
R0779	5.8,5.7	G	sect-as-trait gap, identical wording to Galaric's Legacy.1 (R0741) — second instance in this chunk
R0780	5.8	P
R0781	3.1	P
R0782	-	C	confirms this card's crypt-targeting includes the controller's own crypt; reads its own printed text at face value, no established general default-target rule extracted
